Name,Age,Nationality
R. Pierre-Gabriel,20,France
H. Droguett,35,Chile
B. Corgnet,31,France
A. Benali,26,Libya
V. Ibarbo,28,Colombia
F. Boulaya,25,Algeria
A. Blin,21,France
H. Aleesami,26,Norway
J. Kenny,21,England
D. Livaković,22,Croatia
R. Koolwijk,32,Netherlands
B. Parker,32,South Africa
K. Omeruo,24,Nigeria
G. Letizia,28,Italy
D. Dessoleil,25,Belgium
C. Nørgaard,24,Denmark
Manu Del Moral,34,Spain
A. Cordaz,35,Italy
J. Correa,25,Argentina
M. Morishige,31,Japan
Bruno Tabata,21,Brazil
I. Mboyo,31,Belgium
P. Kasami,26,Switzerland
S. Montoya,26,Colombia
T. Aoyama,32,Japan
João Félix,18,Portugal
H. Diallo,23,Senegal
Bruno Lamas,24,Brazil
P. Gerkens,23,Belgium
G. Di Lorenzo,24,Italy
S. Sam,30,Germany
B. Kayal,30,Israel
Wellington Nem,26,Brazil
A. Johansson,36,Sweden
Jon Bautista,22,Spain
E. Mulder,29,Netherlands
Isaías,31,Spain
D. Bessa,25,Italy
K. Karaman,24,Turkey
A. Malarz,38,Poland
C. Carbonero,27,Colombia
Naranjo,23,Spain
J. Ruddy,31,England
T. Barnetta,33,Switzerland
A. Jóhannsson,27,United States
M. Murillo,22,Panama
Patric,25,Spain
O. El Hajjam,27,Morocco
M. Lehmann,35,Germany
F. Ceccherini,26,Italy
N. Aguirre,27,Argentina
R. Bauer,23,Germany
Otávinho Vila,34,Brazil
A. Mendy,24,France
D. Malen,19,Netherlands
V. Granat,31,Russia
P. Aránguiz,21,Chile
Sandelas Júnior,26,Brazil
O. Hawsawi,34,Saudi Arabia
F. Silva,32,Chile
B. Carrasco,27,Chile
J. Schunke,31,Argentina
S. Ujkani,29,Kosovo
G. Castellani,30,Argentina
L. Jiménez,34,Chile
Dener,26,Brazil
M. Flekken,25,Netherlands
Pedro Nuno,23,Portugal
D. Kamada,21,Japan
N. Bendtner,30,Denmark
Lee Chang Min,24,Korea Republic
João Pedro,21,Brazil
M. Bakakis,27,Greece
Zeng Cheng,31,China PR
M. James,26,England
G. Vural,30,Turkey
M. Pérez,27,Colombia
T. Chery,30,Netherlands
D. Milićević,32,Bosnia Herzegovina
G. McAuley,38,Northern Ireland
M. Barrow,25,Gambia
A. Scholz,25,Denmark
Timo Triano,34,Brazil
A. Elmohamady,30,Egypt
Lucas Piazon,24,Brazil
C. Baeza,24,Chile
Kim Min Jae,21,Korea Republic
Fábio Pacheco,30,Portugal
A. Maher,24,Netherlands
J. Akpa Akpro,25,Ivory Coast
M. Frey,23,Switzerland
S. Vittor,29,Argentina
Romarinho,27,Brazil
B. Srarfi,21,Tunisia
D. Khocholava,25,Georgia
C. Puggioni,37,Italy
T. Necid,28,Czech Republic
T. Lees,27,England
L. Castro,29,Colombia
P. Cissé,22,Senegal
Pimentiscinho,30,Brazil
E. Stevens,27,Republic of Ireland
Aitor,27,Spain
I. Hayden,23,England
R. Strieder,25,Germany
R. Noir,31,Argentina
Juankar,28,Spain
Brandon Thomas,23,Spain
J. Bijlow,20,Netherlands
H. Wilson,21,Wales
A. González,24,Argentina
C. Jean,22,France
T. Adams,19,United States
O. Zahustel,27,Czech Republic
Casadesús,33,Spain
T. Moulin,28,France
D. Riascos,32,Colombia
B. Osborn,23,England
Vieiraldo Junior,26,Brazil
P. Billing,22,Denmark
E. Ponce,21,Argentina
Enzo Merques,34,Brazil
Rômulo Calsede,30,Brazil
Marlion Simões,26,Brazil
Jota,27,Spain
Pedro Tiba,29,Portugal
M. Torsiglieri,30,Argentina
D. Maietta,35,Italy
E. Özgenç,33,Turkey
D. Buitrago,27,Colombia
C. Peralta,28,Colombia
A. Walke,35,Germany
R. Thelander,26,Denmark
E. Unsain,23,Argentina
Jorge Pombo,24,Spain
Porphirinho,30,Brazil
L. Cabrera,26,Uruguay
G. Núñez,30,Argentina
E. Berggreen,25,Denmark
E. Lamanna,28,Italy
K. Kusk,26,Denmark
R. Espinoza,31,Honduras
J. Bahebeck,25,France
C. Marshall,33,United States
Z. Ferhat,25,Algeria
M. Pack,27,England
P. Lasogga,26,Germany
D. Verde,22,Italy
Alessinito,34,Brazil
J. Nsame,25,Cameroon
A. Fransson,24,Sweden
J. Babin,31,France
L. Suárez,22,Argentina
R. Shotton,29,England
Rafa Soares,23,Portugal
J. Galván,26,Argentina
V. Belec,28,Slovenia
T. Lawrence,24,Wales
M. Sobottka,24,Germany
A. Farías,30,Argentina
F. Gaibor,26,Ecuador
Rafael Leão,19,Portugal
Fernandinho,32,Brazil
P. Crouch,37,England
S. Adegbenro,22,Nigeria
E. Martínez,25,Argentina
Roberto Torres,29,Spain
N. De la Cruz,21,Uruguay
Rúben Micael,31,Portugal
S. Koroki,31,Japan
C. Medjani,33,Algeria
M. Makola,32,South Africa
D. Sinkgraven,22,Netherlands
F. Romagna,21,Italy
Kiko Olivas,29,Spain
I. Balliu,26,Albania
T. Pledl,24,Germany
Leordinho Paes,30,Brazil
A. Tuanzebe,20,England
R. Wolf,30,Germany
L. Abecasis,28,Argentina
P. Kunde Malong,22,Cameroon
Y. Orozco,27,Venezuela
A. Bouzat,24,Argentina
L. Mothiba,22,South Africa
A. Rojas,32,Argentina
R. Walter,23,France
S. Gakpé,31,Togo
Joselu,27,Spain
Angulo,34,Spain
Ricardo Valente,27,Portugal
M. Kean,18,Italy
S. Dioudis,25,Greece
S. Pellissier,39,Italy
B. Afobe,25,DR Congo
C. Gytkjær,28,Denmark
Kim Jin Su,26,Korea Republic
A. Cerri,22,Italy
F. Hübner,27,Germany
R. Strebinger,25,Austria
A. Çalık,24,Turkey
J. Ledley,31,Wales
A. Mobara,24,South Africa
V. Găman,29,Romania
Hao Junmin,31,China PR
L. Aued,31,Argentina
C. Molinaro,34,Italy
S. Medina,26,Colombia
K. Diks,21,Netherlands
A. Büyük,30,Turkey
Guitián,27,Spain
C. Christie,25,Republic of Ireland
R. Žulj,26,Austria
João Afonso,28,Portugal
S. Decarli,26,Switzerland
R. McCormack,31,Scotland
B. Trawally,23,Gambia
R. Danzé,31,France
Hwang Hee Chan,22,Korea Republic
S. Coopman,23,Belgium
S. Perica,22,Croatia
A. Mena,30,Ecuador
Rubén García,24,Spain
Jairinhazo,30,Brazil
Diogo Dalot,19,Portugal
Pedro Sánchez,31,Spain
P. Arajuuri,30,Finland
Álex Fernández,25,Spain
Jessé Ledeiro,30,Brazil
T. Torun,28,Turkey
J. Windass,24,England
T. Romanczuk,26,Poland
K. Pedersen,23,Denmark
L. Carole,27,France
F. Al Muwallad,23,Saudi Arabia
S. van de Streek,25,Netherlands
Renato Santos,26,Portugal
Àngel Rangel,35,Spain
L. Reyes,27,Mexico
K. Letica,21,Croatia
C. Brunt,33,Northern Ireland
I. Mbenza,22,Belgium
A. Castro,23,Argentina
O. Nyland,27,Norway
M. Iori,36,Italy
D. Pavelka,27,Czech Republic
R. Keogh,31,Republic of Ireland
Adrián Burnabão,34,Brazil
F. Sammaritano,32,France
J. Fernández,30,Argentina
Munir,29,Morocco
J. Nieto,25,Colombia
Carlos Fernández,22,Spain
S. Mosquera,23,Colombia
J. Pereira,31,Mexico
Jorge Carvallinho,34,Brazil
R. Řezník,29,Czech Republic
Y. Mulumbu,31,DR Congo
A. Esswein,28,Germany
L. Boyé,22,Argentina
J. van Overeem,24,Netherlands
M. Mahi,24,Morocco
D. Henderson,21,England
I. Lewczuk,33,Poland
F. Kroos,27,Germany
F. Quignon,25,Argentina
D. N'Dinga,30,Congo
Welinton,29,Brazil
L. Jiménez,29,Colombia
N. Mushekwi,30,Zimbabwe
J. Jugas,26,Czech Republic
Claiton,33,Brazil
G. Zusi,31,United States
J. Mauri,22,Italy
L. Sigali,31,Argentina
I. Seck,28,Senegal
D. Gonzo,22,Paraguay
Su Boyang,29,China PR
L. Caldirola,27,Italy
G. Hauche,31,Argentina
B. Hrgota,25,Sweden
D. Morales,31,Argentina
M. Milligan,32,Australia
D. Čop,28,Croatia
A. Andrade,29,Colombia
F. Ricci,24,Italy
A. Ömür,19,Turkey
M. Erdinç,31,Turkey
D. Zabala,26,Uruguay
R. Canouse,23,United States
A. Hoffmann,25,Germany
J. Mattheij,25,Netherlands
M. Sprocati,24,Italy
J. Torres Nilo,30,Mexico
D. Kombarov,31,Russia
R. Métanire,28,Madagascar
João Schmidt,25,Brazil
H. Palacios,25,Colombia
Gao Lin,32,China PR
A. Gerndt,31,Sweden
H. Bandé,19,Burkina Faso
E. Jakupović,33,Switzerland
L. Ardente,36,Argentina
S. Koç,29,Germany
E. Andersen,25,Norway
E. Insúa,27,Argentina
Simy,26,Nigeria
G. Angella,29,Italy
Felipe,27,Brazil
J. Correa,25,Argentina
F. Coloccini,36,Argentina
S. Frei,32,United States
F. Ceravolo,31,Italy
F. Eboa Eboa,21,Cameroon
A. Abedzadeh,25,Iran
S. Gustafson,23,Sweden
A. Tello,21,Colombia
O. Hurmacı,31,Turkey
R. Gutiérrez,35,Chile
N. Murru,23,Italy
W. Zimmerman,25,United States
G. Lanaro,32,Argentina
I. Canuto,32,Argentina
S. Nakamura,40,Japan
Vasco Fernandes,31,Portugal
Luís Leal,31,São Tomé & Príncipe
M. González,37,Argentina
J. Barreiro,24,Colombia
Clayton Fildeiras,34,Brazil
N. Mazraoui,20,Morocco
Bruno Uvini,27,Brazil
R. Sigurjónsson,28,Iceland
P. Arriola,23,United States
E. Buendía,21,Argentina
G. Gillet,34,Belgium
B. Méndez,18,Uruguay
A. Briseño,24,Mexico
S. Sáez,33,Argentina
F. Zuqui,26,Argentina
R. Lamah,30,Belgium
Paulao Junqueiras,30,Brazil
G. Escobar,21,Argentina
S. Żurkowski,20,Poland
Diego Ângelo,32,Brazil
M. Johansson,26,Sweden
O. John,26,Netherlands
Filipe Augusto,24,Brazil
F. Lértora,27,Argentina
A. Barboza,23,Argentina
T. Savanier,26,France
Daniel Guimarães,31,Brazil
E. Ofori,23,Ghana
E. Karaca,28,Turkey
D. Di Gennaro,30,Italy
B. Ketkeophomphone,28,France
A. Henríquez,24,Chile
F. Angileri,24,Argentina
A. Matri,33,Italy
D. Banguero,28,Colombia
Nilsito Vilela,30,Brazil
Canella,30,Spain
M. Pérez García,33,Argentina
A. Khubulov,27,Russia
A. Costa,32,Italy
A. Morales,28,United States
S. Longo,26,Italy
L. Höler,23,Germany
Torrejón,32,Spain
Rogerinho,31,Brazil
Zhang Xizhe,27,China PR
Vítor Gomes,30,Portugal
R. van La Parra,27,Netherlands
V. Le Goff,28,France
Albentosa,29,Spain
S. Khaoui,23,Tunisia
H. Goitom,33,Eritrea
T. Howard,39,United States
C. Obasi,32,Nigeria
G. Fofana,25,France
L. Andersen,23,Denmark
D. Linsmayer,26,Germany
M. Goicoechea,30,Uruguay
Dankler,26,Brazil
J. Arango,27,Colombia
C. Chimino,30,Argentina
A. Traoré,23,Mali
S. Viera,35,Uruguay
L. Montes,32,Mexico
J. Garro,25,Argentina
A. Warda,24,Egypt
Varela,33,Portugal
M. Cuisance,18,France
J. Mercier,38,Argentina
E. Hallfreðsson,34,Iceland
T. Sušić,26,Bosnia Herzegovina
E. Gnahoré,24,France
N. Bertolo,32,Argentina
K. Nordfeldt,29,Sweden
R. Varga,28,Hungary
S. Yago,25,Burkina Faso
Hugo Rubiães,34,Brazil
J. Okore,25,Denmark
Y. Bammou,26,Morocco
B. Caicedo,26,Ecuador
A. Silbeira,22,Paraguay
N. Powell,24,England
O. Alanís,29,Mexico
Carleto Costinha,26,Brazil
R. Williams,29,Australia
G. Charbonnier,29,France
J. Egan,25,Republic of Ireland
L. Olaza,23,Uruguay
M. Kosanović,28,Serbia
F. Cerro,30,Argentina
S. Naismith,31,Scotland
Mauro Riboas,26,Brazil
Rafael Lopes,26,Portugal
David García,36,Spain
A. Mosquera,28,Colombia
O. Idrissi,22,Netherlands
Yu Hanchao,31,China PR
Hong Jeong Ho,28,Korea Republic
M. Schmiedebach,29,Germany
S. Badji,28,Senegal
R. Gómez,25,Argentina
D. Limnios,20,Greece
René,34,Spain
S. Scuffet,22,Italy
J. Rinne,25,Sweden
L. Agbenyenu,21,Ghana
Marcão,24,Brazil
J. Sala,26,Italy
A. Bamba,28,Ivory Coast
R. Quioto,26,Honduras
Santi da Bruma,34,Brazil
Y. En-Nesyri,21,Morocco
S. Jung,28,Germany
R. Matos,25,Brazil
Thiago Alminxa,26,Brazil
J. Lucumi,23,Colombia
T. Chevalier,31,France
S. Polter,27,Germany
M. Møller Dæhli,23,Norway
O. Boumal,28,Cameroon
K. Boyd,34,Scotland
Douglas,27,Brazil
M. Malyshev,25,Ukraine
M. Zaracho,20,Argentina
M. Shaparenko,19,Ukraine
J. Boye,31,Ghana
V. Regini,27,Italy
H. Martín,25,Mexico
C. Galano,27,Italy
Cristian Lodeira,26,Brazil
Josué Sá,26,Portugal
L. Menossi,24,Argentina
Adrián Marín,21,Spain
Aleñá,20,Spain
D. Maresic,18,Austria
O. Lewicki,25,Sweden
P. Bernardoni,21,France
Walter Silvieiro,26,Brazil
M. Waghorn,28,England
D. Álvarez,23,Mexico
M. Castagnetti,28,Italy
A. Davies,17,Canada
L. Mabiala,30,DR Congo
Y. Abdelhamid,30,Morocco
P. Rubio,29,Chile
C. Strandberg,22,Sweden
A. Shabanov,26,Ukraine
G. Brugman,25,Uruguay
Josué da Feira,26,Brazil
C. Pinsoglio,28,Italy
W. Foderingham,27,England
D. Arias,33,Colombia
D. Bouanga,23,Gabon
M. Olunga,24,Kenya
Murilo,23,Brazil
T. Trybull,25,Germany
I. Kiese Thelin,26,Sweden
T. Cardona,22,Argentina
C. Fassnacht,24,Switzerland
Y. Ouattara,34,Ivory Coast
Quique,28,Spain
M. Günok,29,Turkey
T. Kalas,25,Czech Republic
A. Briançon,23,France
S. Abdullahi,25,Nigeria
L. Štetina,26,Slovakia
K. Kerschbaumer,26,Austria
J. Tallo,25,Ivory Coast
P. Díaz,23,Chile
C. Gruezo,23,Ecuador
P. Gallese,28,Peru
J. Morrison,32,Scotland
J. Foyth,20,Argentina
D. Villalva,25,Argentina
B. Acosta,24,Honduras
R. Vargas,31,Venezuela
M. Ducksch,24,Germany
N. Asare,31,Ghana
J. Gressel,24,Germany
T. Oar,26,Australia
Fernando Bob,30,Brazil
C. Bernardi,28,Argentina
H. Dalsgaard,28,Denmark
G. Barry,37,England
J. Bottinelli,33,Argentina
D. Dibusz,27,Hungary
I. Diomandé,25,Ivory Coast
Y. Al Shahrani,26,Saudi Arabia
N. Boilesen,26,Denmark
S. Ben Youssef,29,Tunisia
G. Sara,30,Argentina
J. Otero,23,Colombia
A. Biyogo Poko,25,Gabon
L. Castellanos,34,Colombia
N. Maraš,22,Serbia
T. Letschert,25,Netherlands
F. Fontanini,28,Argentina
A. Hruška,32,Czech Republic
Martos,34,Spain
J. Jeanvier,25,France
J. Tagueu,24,Cameroon
C. Terzi,34,Italy
I. Piris,29,Paraguay
S. Moreira,23,France
Aketxe,24,Spain
S. Rieks,31,Denmark
F. Moubandje,28,Switzerland
P. Ankersen,27,Denmark
C. Falletti,25,Uruguay
Allano,23,Brazil
J. Morávek,28,Czech Republic
C. Riaño,29,Argentina
Aythami Artiles,32,Spain
J. Risdon,25,Australia
E. Alioski,26,FYR Macedonia
C. Robinson,23,Republic of Ireland
S. Bastien,21,Belgium
João Talocha,28,Portugal
J. Pollersbeck,23,Germany
M. Abeid,25,Algeria
M. Rzatkowski,28,Germany
Marcão,22,Brazil
Álvaro,27,Spain
B. Perlaza,26,Colombia
R. Sallai,21,Hungary
B. Kamara,18,France
T. Beugelsdijk,27,Netherlands
G. Giménez,26,Argentina
K. Lafferty,30,Northern Ireland
L. Díaz,21,Colombia
L. Benito,26,Switzerland
Raúl Lizoain,27,Spain
L. Reyes,27,Chile
P. Bardsley,33,Scotland
Jonas Damasto,34,Brazil
P. Da Silva,38,Paraguay
M. Rodríguez,23,Chile
J. Hugill,26,England
Thiago Cionek,32,Poland
A. Struna,27,Slovenia
R. Salinas,30,Mexico
Salva Sevilla,34,Spain
Y. Bissouma,21,Mali
M. Rohdén,27,Sweden
M. Demir,26,Turkey
D. Lezcano,28,Paraguay
J. Puncheon,32,England
M. Abarhoun,29,Morocco
W. Owusu,28,Ghana
Rúben Fernandes,32,Portugal
E. López,23,Mexico
O. Rivero,26,Uruguay
Joshuando Sá,34,Brazil
L. Martínez,20,Argentina
O. Şişmanoğlu,28,Germany
A. Zaldívar,24,Mexico
D. Guzman,28,Costa Rica
J. Jones,23,Northern Ireland
J. Güemez,26,Mexico
Jeff Meirson,26,Brazil
Camacho,24,Portugal
Nuno da Costa,27,Cape Verde
T. Zengin,34,Turkey
B. Jeannot,26,France
M. Oikonomou,25,Greece
P. Stojanović,22,Slovenia
B. Sarmiento,28,Argentina
J. Hamad,27,Sweden
A. Al Habsi,36,Oman
L. Miranda,24,Argentina
R. Holzhauser,25,Austria
Dani Giménez,34,Spain
Maycon,20,Brazil
H. Kiyotake,28,Japan
D. Maroh,31,Slovenia
E. Şen,29,Belgium
K. Onisiwo,26,Austria
S. Juklerød,24,Norway
P. Stenzel,22,Germany
M. Camara,21,Guinea
Douglas,30,Brazil
D. Le Tallec,28,France
R. Gosens,23,Germany
R. Bobadilla,31,Paraguay
K. Wolze,28,Germany
C. Basham,29,England
J. Cabot,24,France
Gonçalo Silva,27,Portugal
C. Arboleda,32,Colombia
G. Lajud,24,Mexico
Unai Simón,21,Spain
C. Knasmüllner,26,Austria
L. Lollo,31,Argentina
A. Milić,24,Croatia
Ronaldo Vieira,19,England
S. Bahoken,26,Cameroon
Ontiveros,20,Spain
N. Höfler,28,Germany
K. Acosta,22,United States
Kwoun Sun Tae,33,Korea Republic
A. Çamdalı,34,Germany
B. Linssen,27,Netherlands
M. Trotta,25,Italy
J. Dezi,26,Italy
Choi Chul Soon,31,Korea Republic
Danilo,26,Brazil
J. Savarino,21,Venezuela
M. Zeman,29,Czech Republic
N. Baker,27,England
M. Saymak,25,Netherlands
Yeom Ki Hun,35,Korea Republic
J. Murphy,28,Scotland
E. Prib,28,Russia
L. Phiri,23,South Africa
Jubal,24,Brazil
A. Cubas,22,Argentina
Luismi,26,Spain
A. Adnan,24,Iraq
Diogo Gonçalves,21,Portugal
Rui Fonte,28,Portugal
J. Bennett,28,England
S. Ortega,25,Germany
B. Białkowski,30,Poland
Ricardo Ryller,24,Brazil
J. Börner,27,Germany
Fran Mérida,28,Spain
Tito,32,Spain
S. Sensi,22,Italy
A. Weimann,26,Austria
Fernando Canesín,26,Brazil
I. Runje,27,Croatia
Vigaray,23,Spain
P. Olayinka,22,Nigeria
R. Delgado,28,Argentina
J. Wiland,37,Sweden
V. Figueroa,34,Argentina
Chiquinho,22,Portugal
C. Trimmel,31,Austria
S. Lletget,25,United States
C. Jullien,25,France
O. Alderete,21,Paraguay
A. Saelemaekers,19,Belgium
M. Vrančić,29,Bosnia Herzegovina
J. Uronen,23,Finland
K. Schindler,24,Ghana
Sin Jin Ho,29,Korea Republic
L. Haraslín,22,Slovakia
A. Fiola,28,Hungary
X. Schlager,20,Austria
N. Jelavić,32,Croatia
T. Ben Haim,28,Israel
Clinton Mata,25,Angola
S. Hutchinson,28,England
J. Russell,28,Scotland
S. Uçan,24,Turkey
Renato Neto,26,Brazil
J. Meram,29,Iraq
Jorge Miramón,29,Spain
A. Murgia,21,Italy
I. Ávila,27,Peru
T. Kaminski,25,Belgium
K. Zohore,24,Denmark
L. Ceppitelli,28,Italy
Nuno Coelho,30,Portugal
C. Mulgrew,32,Scotland
D. Dwyer,27,United States
J. Carrizo,34,Argentina
F. Peluso,34,Italy
M. van der Werff,29,Netherlands
M. Piedrahita,33,Colombia
V. Ayala,30,Paraguay
R. Alvarado,19,Mexico
D. Rossi,20,Uruguay
F. Pisacane,32,Italy
U. Ćosić,25,Serbia
Sebá,26,Brazil
D. Peralta,33,Colombia
R. Koch,21,Germany
A. Ghazal,26,Egypt
A. Federici,33,Australia
David Simón,28,Spain
M. Oršić,25,Croatia
Alexandre Frandeira,30,Brazil
A. Tettey,32,Norway
G. Hanley,26,Scotland
Cristian Herrera,27,Spain
R. Green,38,England
Gelson Dala,21,Angola
M. Higashiguchi,32,Japan
Jorge Teixeira,31,Portugal
R. Woods,24,England
S. Martinsson Ngouali,26,Gabon
W. Ángel,25,Venezuela
D. Villalpando,26,Mexico
M. Šitum,26,Croatia
T. Carroll,26,England
R. Elliot,32,Republic of Ireland
Sergio Sánchez,32,Spain
I. Cofie,26,Ghana
S. Byram,24,England
M. Cauteruccio,31,Uruguay
K. Molino,28,Trinidad & Tobago
L. Ariaudo,29,Italy
P. Klingmann,30,Germany
M. Thuram,20,France
Y. Cahuzac,33,France
Elustondo,31,Spain
S. Downing,33,England
L. Immers,32,Netherlands
C. Menéndez,30,Argentina
Vágner Corraldo,30,Brazil
Luso,33,Spain
C. Mavinga,27,DR Congo
F. Melchiorri,31,Italy
T. Doumbia,28,Mali
A. Trondsen,23,Norway
Sivera,21,Spain
Allison Sireo,30,Brazil
Z. Stieber,29,Hungary
S. Berahino,24,Burundi
O. Skúlason,35,Iceland
L. Koutris,22,Greece
M. Pektemek,29,Turkey
R. Schüller,27,Finland
Sergio Herrera,25,Spain
E. Kawashima,35,Japan
L. Memushaj,31,Albania
E. Fernandes,22,Switzerland
M. Valenzuela,19,Argentina
H. Lansbury,27,England
A. Gunn,22,England
A. Kamara,23,France
R. Riou,30,France
Jung Sung Ryong,33,Korea Republic
A. Caracciolo,28,Italy
Ewandro,22,Brazil
G. Holtmann,23,Germany
Erik Morán,27,Spain
Tobias Figueiredo,24,Portugal
I. Rossi,24,Argentina
Miltisco Paulino,30,Brazil
P. Brlek,24,Croatia
G. Bettini,25,Argentina
R. Kent,21,England
Jordi Calavera,22,Spain
M. Lešković,27,Croatia
G. Friend,30,England
S. Aydoğdu,27,Turkey
S. Gashi,29,Albania
O. Deschacht,37,Belgium
E. Cecchini,23,Argentina
T. Knipping,25,Germany
H. Yamaguchi,27,Japan
V. Aguilera,29,Argentina
J. Cavalli,36,France
L. Pasciuti,28,Italy
M. Makuszewski,28,Poland
L. Albertengo,27,Argentina
Serginho,31,Brazil
F. Schnellhardt,24,Germany
M. Pavone,36,Argentina
T. Goiginger,25,Austria
K. Beckerman,36,United States
Luis García,37,Spain
Lyanco,21,Brazil
A. Luci,33,Italy
Luca Sangalli,23,Spain
S. Ameobi,26,England
J. Price,25,England
Go Yo Han,30,Korea Republic
O. Hawsawi,32,Saudi Arabia
Jaime Romero,27,Spain
S. Grippo,29,Switzerland
F. Chalov,20,Russia
L. Siligardi,30,Italy
D. Appiah,26,France
S. Silva,37,Uruguay
J. Paterson,26,England
T. Barkhuizen,24,England
I. Bangoura,33,Guinea
S. Memišević,24,Bosnia Herzegovina
F. Tabanou,29,France
T. Hoogland,33,Germany
G. Pezzella,20,Italy
D. Kolovetsios,26,Greece
Enric Gallego,31,Spain
J. Garner,30,England
K. Bonifazi,22,Italy
Souza,30,Brazil
J. Adéoti,29,Benin
R. Caroca,28,Chile
D. Rosero Valencia,24,Colombia
M. Jonjić,27,Croatia
A. Tarek,26,Egypt
O. Fink,36,Germany
F. Macheda,26,Italy
M. Duffy,32,England
Y. Chibsah,25,Ghana
T. Schütz,30,Germany
Rodrigo Becão,22,Brazil
M. Loum,21,Senegal
D. Fletcher,34,Scotland
Vadillo,23,Spain
P. Klement,25,Germany
A. Gogia,26,Germany
A. Cole,37,England
K. Tsimikas,22,Greece
Mateus,34,Angola
Babanco,32,Cape Verde
X. Mercier,28,France
D. Nugent,33,England
N. Fernández,39,Argentina
O. Hernández,25,Germany
E. Mathoho,28,South Africa
B. Sarr,27,Senegal
A. Sagal,25,Chile
J. Grimm,31,France
M. Nyatama,30,South Africa
B. Touré,26,Mali
Diego González,23,Spain
S. Rosted,23,Norway
Y. Suzuki,22,Japan
I. Sacko,20,France
Flavio Paixão,33,Portugal
G. Fernández,34,Argentina
J. Hayes,30,Republic of Ireland
T. Ouwejan,22,Netherlands
D. Guerrero,30,Mexico
W. Routledge,33,England
C. Paterson,23,Scotland
Hwang Ui Jo,25,Korea Republic
G. Kvilitaia,24,Georgia
R. Krishna,30,Fiji
T. Castagne,22,Belgium
Léo Jardim,23,Brazil
Heitor Gesse,34,Brazil
L. Majer,20,Croatia
R. Carrera,26,Argentina
B. Celina,21,Kosovo
R. Matarrita,23,Costa Rica
L. Vitale,30,Italy
R. Gestede,29,Benin
Pedro López,34,Spain
J. Lucumi,20,Colombia
W. Endo,25,Japan
João Bardinho,34,Brazil
F. Barrientos,26,Argentina
P. Glykos,31,Greece
C. Moritz,28,Germany
E. Kachunga,26,DR Congo
S. Mendoza,26,Colombia
Diego Galo,34,Brazil
Lins,30,Brazil
G. Pegolo,37,Italy
U. Bulut,35,Turkey
Dani Calvo,24,Spain
Alam Araújo,26,Brazil
F. Andrijašević,27,Croatia
I. Fiolić,22,Croatia
M. Caire,29,Argentina
C. Adams,21,England
P. Škuletić,28,Serbia
G. Lux,36,Argentina
P. Kieszek,34,Poland
B. Cortés,23,Chile
S. Nishikawa,32,Japan
M. Lustig,31,Sweden
A. Bjelica,24,Serbia
G. Alcoba,33,Uruguay
J. Rhodes,28,Scotland
J. Campos,30,Bolivia
Borja Lasso,24,Spain
O. Cabezas,21,Colombia
G. Sunu,27,France
D. Williams,29,United States
Nuno Santos,23,Portugal
N. González,20,Argentina
M. Boland,31,Germany
M. Bianchetti,25,Italy
G. Celis,25,Colombia
Somália,29,Brazil
Y. El Ghanassy,27,Belgium
E. Finlay,27,United States
A. Uchida,30,Japan
N. Brighenti,28,Italy
I. Tajouri-Shradi,24,Libya
S. Abdullahi,21,Nigeria
Lionn,29,Brazil
J. Larsson,28,Sweden
T. Pachonik,23,Germany
F. Bellugou,31,France
Osmar,30,Spain
S. Motta,34,Colombia
Pau Torres,21,Spain
André Pereira,23,Portugal
Tiago Sá,23,Portugal
M. Coda,29,Italy
W. Mesloub,32,Algeria
M. Capuano,26,Italy
A. Henríquez,35,Colombia
G. Dorrans,31,Scotland
Víctor Díaz,30,Spain
T. Makino,31,Japan
J. Mensah,27,Ghana
I. Sylla,24,Guinea
Cyriac,27,Ivory Coast
Bernardo,24,Spain
P. Gollini,23,Italy
M. Vlap,21,Netherlands
Tiago Pombeira,30,Brazil
Y. Soteldo,21,Venezuela
Rafa López,33,Spain
A. Nocerino,33,Italy
J. Harper,22,Scotland
R. De Laet,29,Belgium
J. Zimmer,24,Germany
C. Săpunaru,34,Romania
Afonso Figueiredo,25,Portugal
J. Omlin,24,Switzerland
R. Yaremchuk,22,Ukraine
F. Wiedwald,28,Germany
A. Galabinov,29,Bulgaria
Maikel Mesa,27,Spain
B. Garnica,22,Mexico
D. Arslanagic,25,Belgium
H. Henao,31,Colombia
Y. Kashiwa,30,Japan
J. Gol,32,Poland
N. Ghilas,28,Algeria
B. McKay,23,Scotland
Carraça,25,Portugal
Adriano Facchini,35,Brazil
A. Callens,26,Peru
J. Perbet,33,France
M. Antonsson,27,Sweden
Carlitos,35,Portugal
C. Lucchetti,40,Argentina
J. Bostock,26,England
V. Milinković-Savić,21,Serbia
G. Peñalba,33,Argentina
L. Kleinheisler,24,Hungary
R. Aliendro,27,Argentina
L. Seijas,32,Venezuela
L. Fuentes,31,Mexico
R. Hassan,27,Nigeria
L. Di Plácido,24,Argentina
Heriberto Tavares,21,Portugal
Pulido,27,Spain
Ewerton,25,Brazil
G. Verón,28,Argentina
O. Boscagli,20,France
C. Jerome,31,England
E. Muñoz,27,Argentina
U. Đerić,26,Serbia
E. Albayrak,27,Turkey
F. Calvo,25,Costa Rica
F. Costa,23,Italy
Xavi Torres,31,Spain
A. Cadavid,32,Colombia
J. Spector,32,United States
